P_NAME,P_DETECTION,P_MASS,P_RADIUS,P_FLUX,P_TEMP_SURF,P_PERIOD,P_DISTANCE,P_DENSITY,P_GRAVITY,P_ESI
K2-394 b,Transit,3.51,1.692,67.382367,,5.095717,0.045365622,0.72461286,1.226045,0.28991566
Kepler-908 b,Transit,1.98,1.22,3010.2745,,1.3405975,0.0247,1.0903996,1.3302876,0.28989695
Kepler-1588 b,Transit,0.363,0.76,396.39371,1787.4162,7.8493174,0.0726,0.82692448,0.6284626,0.2898751
Kepler-1245 b,Transit,2.67,1.44,165.69495,990.61483,4.354093,0.0484,0.8941776,1.2876157,0.28983589
Kepler-952 b,Transit,45.4,7.65,4.6541201,1897.6899,130.35469,0.5183,0.10140784,0.77577,0.28982246
Kepler-355 b,Transit,2.73,1.46,150.59122,1579.7666,11.03189,0.102,0.87721102,1.2807281,0.28980522
K2-200 b,Transit,2.43,1.364,266.20271,,2.849883,0.037401908,0.95755375,1.3061033,0.2897906
TOI-2018 b,Transit,9.2,2.268,26.180477,,7.435583,0.061803238,0.78860346,1.7885526,0.28978959
K2-176 b,Transit,2.83,1.491,131.21604,,5.329439,0.058479889,0.8537948,1.273008,0.2897791
K2-268 d,Transit,2.83,1.49,132.38627,,4.528598,0.050533402,0.855515,1.2747174,0.28973179
Kepler-1393 b,Transit,0.437,0.8,1246.6375,,2.4435781,0.0337,0.85351562,0.6828125,0.28966833
Kepler-1618 b,Transit,2.13,1.26,982.63131,2428.279,6.1082602,0.0706,1.0647998,1.3416478,0.28965758
Kepler-402 e,Transit,2.73,1.46,153.39092,,11.242861,0.102,0.87721102,1.2807281,0.28963901
Kepler-1399 b,Transit,2.1,1.25,1343.3273,,1.6386531,0.0276,1.0752,1.344,0.28958731
Kepler-1686 b,Transit,2.62,1.426,184.48634,2325.8069,9.30987,0.0866,0.90353029,1.2884342,0.28958257
Kepler-11 f,Transit,2,2.49,21.09389,,46.6888,0.25002113,0.12954837,0.32257544,0.28957001
HIP 9618 c,Transit,18.3,3.343,12.136821,,52.563491,0.27395951,0.48982614,1.6374888,0.28945842
K2-274 b,Transit,4.98,2.08,33.330815,,14.133031,0.0964,0.55340023,1.1510725,0.2894244
K2-168 b,Transit,4.12,1.86,47.628766,,15.8523,0.11832195,0.64026297,1.1908891,0.28941725
HD 200964 c,Radial Velocity,385.84562,13.7,3.1095988,,852.5,2.017868,0.15005548,2.0557601,0.28939666
Kepler-102 c,Transit,1.7,0.567,58.279846,920.04938,7.071392,0.067316094,9.3260931,5.2878948,0.28936059
Kepler-665 b,Transit,7.27,2.6,19.280408,,16.013102,0.1148,0.41363223,1.0754438,0.28935891
Kepler-1142 b,Transit,2.76,1.47,151.65194,1223.8158,18.302725,0.1343,0.86887455,1.2772456,0.28930457
Kepler-821 b,Transit,2.27,1.31,514.28517,611.64204,1.9227987,0.029,1.0097456,1.3227667,0.2892744
Kepler-382 b,Transit,2.3,1.32,462.6735,562.9787,5.262155,0.055,1.0000139,1.3200184,0.28921987
Kepler-359 c,Transit,2.9,4.3,8.4863951,1601.5803,57.68802,0.307,0.036474776,0.15684154,0.28919958
Kepler-1377 b,Transit,2.1,1.25,2175.7908,,0.74092842,0.0153,1.0752,1.344,0.28918746
K2-28 b,Transit,5.99,2.32,25.071046,1297.1006,2.260455,0.0214,0.47969243,1.1128864,0.2891779
K2-6 b,Transit,6.8,2.5,21.057538,1191.7684,30.94191,0.1898,0.4352,1.088,0.28917269
Kepler-1501 b,Transit,3.05,1.56,105.58525,,14.556453,0.1228,0.8033893,1.2532873,0.28912906
Kepler-1037 b,Transit,2.18,1.28,909.22134,489.27912,1.0637887,0.0198,1.039505,1.3305664,0.28912314
HD 134606 e,Radial Velocity,2.34,1.33,426.81842,512.85122,4.3203,0.053754,0.99462858,1.322856,0.28910923
Kepler-1102 b,Transit,7.56,2.66,18.46531,1125.1618,51.328562,0.2731,0.40167693,1.0684606,0.28909478
Kepler-1542 b,Transit,0.363,0.76,512.06958,912.44313,3.9511688,0.0479,0.82692448,0.6284626,0.28908018
Kepler-1864 b,Transit,0.353,0.754,449.94596,,3.88151,0.0488,0.82349443,0.6209148,0.28907817
Kepler-100 b,Transit,7.34,1.32,486.75021,769.64046,6.88705,0.073680382,3.1913487,4.2125803,0.28907074
Kepler-1067 b,Transit,0.437,0.8,2716.2514,,0.76212926,0.0162,0.85351562,0.6828125,0.28905904
GJ 3021 b,Radial Velocity,1071.04,13.1,3.2012617,,133.71,0.55397465,0.476422,6.2411281,0.28902954
Kepler-144 b,Transit,2.33,1.33,439.45269,,5.885273,0.066,0.99037803,1.3172028,0.28901536
Wolf 1061 d,Radial Velocity,7.7,2.69,0.055339111,,217.21,0.5410875,0.3955796,1.0641091,0.28901176
K2-170 b,Transit,2.6,1.418,212.89811,,7.576544,0.074458469,0.91189462,1.2930666,0.28891949
Kepler-165 c,Transit,5.6,2.23,27.874984,,15.31299,0.11,0.50497914,1.1261035,0.28891573
Kepler-1028 b,Transit,2.33,1.33,453.9348,,2.5146243,0.0354,0.99037803,1.3172028,0.28891416
Kepler-285 b,Transit,2.36,1.34,405.87752,819.34643,2.633867,0.036,0.98083873,1.3143239,0.28890753
Kepler-431 b,Transit,0.37,0.764,608.89474,,6.803,0.0719,0.82970107,0.63389161,0.28889131
Kepler-374 d,Transit,2.27,1.31,599.27194,,5.028219,0.056,1.0097456,1.3227667,0.28888931
TOI-712 b,Transit,4.85,2.049,35.361725,,9.531361,0.090839024,0.56378805,1.1552017,0.28887835
Kepler-928 b,Transit,3.15,1.59,96.879984,,3.9324613,0.0444,0.78364466,1.245995,0.28885881
Kepler-169 e,Transit,5.48,2.2,28.948189,511.57118,13.767102,0.105,0.51465064,1.1322314,0.28883167
Kepler-763 c,Transit,2.6,1.42,213.41659,,4.0966762,0.0466,0.90804697,1.2894267,0.28882049
Kepler-80 d,Transit,6.75,1.53,122.71965,717.34903,3.07222,0.0372,1.8846447,2.8835063,0.2887284
TOI-1807 b,Transit,2.57,1.258,3235.1017,894.60911,0.549372,0.00812,1.2908958,1.623947,0.28872659
Kepler-603 d,Transit,2.3,1.32,555.97024,1154.5279,6.2171292,0.0666,1.0000139,1.3200184,0.2887138
Kepler-1486 b,Transit,5.99,2.32,25.323878,,54.649576,0.2846,0.47969243,1.1128864,0.28869935
Kepler-1372 b,Transit,2.15,1.27,1784.7505,,1.3115556,0.024,1.0496084,1.3330027,0.28869534
Kepler-1631 b,Transit,2.39,1.35,389.18689,1250.1127,4.0951393,0.0511,0.97139664,1.3113855,0.28867844
Kepler-299 b,Transit,2.3,1.32,564.78092,,2.927128,0.04,1.0000139,1.3200184,0.28867463
Kepler-1566 b,Transit,0.418,0.79,2497.0616,1879.7599,0.53991524,0.0121,0.84780311,0.66976446,0.28860595
Kepler-1575 b,Transit,2.27,1.31,685.54794,946.90171,2.5531421,0.0366,1.0097456,1.3227667,0.28859589
HD 96700 c,Radial Velocity,3.5,1.69,72.619425,546.80213,19.88,0.14705235,0.72511674,1.2254473,0.28859308
Kepler-154 f,Transit,2.86,1.5,142.22099,544.25906,9.9193568,0.0871,0.84740741,1.2711111,0.28856971
Kepler-209 c,Transit,9.8,3.1,13.924386,1947.5161,41.749882,0.231,0.32895841,1.0197711,0.28856327
Kepler-796 b,Transit,2.24,1.3,851.69485,1197.7739,6.4008762,0.0662,1.0195721,1.3254438,0.28854807
Kepler-1563 b,Transit,0.347,0.75,500.21356,,3.432766,0.0442,0.82251852,0.61688889,0.28850741
Kepler-1982 b,Transit,0.381,0.77,899.8253,,3.823157,0.0511,0.83455084,0.64260415,0.28850515
EPIC 201497682 b,Transit,0.26,0.692,192.57745,,2.13174,0.029833024,0.78461221,0.54295165,0.2884597
Kepler-372 b,Transit,2.42,1.36,372.28666,,6.849692,0.075,0.96205221,1.308391,0.28845864
Kepler-215 c,Transit,3.78,1.77,59.819546,,14.667108,0.113,0.68166658,1.2065498,0.28845768
Kepler-507 b,Transit,5.69692,1.3,927.37042,1430.1215,3.5680969,0.047794,2.5930451,3.3709586,0.28841402
Kepler-1329 b,Transit,5.35,2.17,30.363987,,9.3364659,0.0747,0.52356979,1.1361464,0.28839783
HD 158259 b,Radial Velocity,2.22,1.285,1432.0378,582.84764,2.178,0.033730498,1.0462696,1.3444564,0.2883936
Kepler-1436 b,Transit,2.27,1.31,768.75053,851.13709,9.705716,0.0907,1.0097456,1.3227667,0.28837523
TOI-4342 b,Transit,5.76,2.266,27.071727,,5.5382498,0.05251,0.49504282,1.121767,0.28836774
Kepler-190 c,Transit,2.73,1.46,178.88543,,3.763024,0.045,0.87721102,1.2807281,0.28836345
Kepler-326 c,Transit,17.4,1.4,267.83026,,4.580358,0.051,6.3411079,8.877551,0.28832809
Kepler-1826 b,Transit,2.78,1.475,166.43352,,1.61536,0.0213,0.86630084,1.2777937,0.28828182
HD 114783 b,Radial Velocity,349.6,13.7,0.31888503,820.78354,493.7,1.1720269,0.13595955,1.8626459,0.28827521
Kepler-1491 b,Transit,2.89,1.51,140.40823,1604.1981,16.586176,0.127,0.8393962,1.2674883,0.28824226
TOI-431 b,Transit,3.07,1.28,2132.2745,,0.490047,0.0113,1.4638901,1.8737793,0.28823903
HD 191806 b,Radial Velocity,2966.6103,12.5,0.30180939,,1603.3892,2.8113597,1.5189045,18.986306,0.28820855
Kepler-1392 b,Transit,4.5,1.96,41.556244,,15.14104,0.1189,0.59764639,1.1713869,0.28817079
Kepler-1098 b,Transit,2.24,1.3,1120.0411,914.98221,2.5430729,0.0358,1.0195721,1.3254438,0.28815442
Kepler-306 b,Transit,2.92,1.52,135.85011,,4.646186,0.05,0.83148054,1.2638504,0.2881136
Kepler-1850 b,Transit,0.313,0.729,364.97705,,1.3858,0.0206,0.80790771,0.58896472,0.28807761
K2-198 c,Transit,2.61,1.423,239.25983,440.52824,3.3596055,0.040744136,0.90578642,1.2889341,0.28799658
Kepler-1383 b,Transit,2.57,1.41,266.05559,1202.8015,13.909358,0.1179,0.91680249,1.2926915,0.28795357
Kepler-154 b,Transit,5.73,2.26,27.521343,,33.040532,0.198,0.49639718,1.1218576,0.28794103
Kepler-1379 b,Transit,2.24,1.3,1352.0968,,0.88184115,0.0171,1.0195721,1.3254438,0.28793989
Kepler-1298 b,Transit,2.27,1.31,1028.8979,1063.7696,7.1281193,0.082,1.0097456,1.3227667,0.28791529
Kepler-379 b,Transit,3.39,1.66,82.473196,,20.09838,0.152,0.74109765,1.2302221,0.28788409
Kepler-653 c,Transit,0.399,0.78,3801.6673,1217.0289,0.90037648,0.0186,0.840793,0.65581854,0.28788196
Kepler-1917 b,Transit,4.23,1.89,47.678826,,12.9024,0.103,0.62654888,1.1841774,0.28783599
Kepler-1415 b,Transit,2.21,1.29,2433.7447,,0.63642408,0.0144,1.0294924,1.3280452,0.28782206
Kepler-1464 b,Transit,3.39,1.66,82.795846,,31.77859,0.1803,0.74109765,1.2302221,0.28782086
Kepler-208 c,Transit,2.51,1.39,326.39674,1880.1113,7.466623,0.079,0.93460763,1.2991046,0.28780362
Kepler-770 d,Transit,2.54,1.4,298.42732,1303.2343,4.1524472,0.0616,0.92565598,1.2959184,0.28779795
Kepler-373 b,Transit,2.42,1.36,452.58223,2076.9116,5.535309,0.06,0.96205221,1.308391,0.28779571
K2-352 b,Transit,2.45,1.37,405.12346,,3.665912,0.046206844,0.95280578,1.3053439,0.28776834
Kepler-1371 b,Transit,0.315,0.73,410.40713,,3.4462039,0.0393,0.80973325,0.59110527,0.28772951
Kepler-128 b,Transit,0.77,1.43,239.05343,1021.8344,15.09,0.125387,0.26331925,0.37654653,0.28770814
Kepler-126 c,Transit,1.27942,1.58,109.88894,611.97915,21.869741,0.1649241,0.32437089,0.51250601,0.28768302
K2-413 b,Transit,0.363,0.76,1073.0706,,0.8094,0.0117,0.82692448,0.6284626,0.28765376
Kepler-895 b,Transit,2.99,1.54,130.09252,709.19364,2.8062423,0.0328,0.81867028,1.2607522,0.28763843
GJ 676 A d,Radial Velocity,3.81394,1.78,60.677402,,3.60076,0.039718848,0.67626023,1.2037432,0.28763755
K2-211 b,Transit,2.24,1.3,1996.6284,,0.669532,0.014349983,1.0195721,1.3254438,0.28760551
Kepler-1960 b,Transit,2.26,1.307,1489.3387,,2.29794,0.0354,1.0122358,1.3229921,0.28760043
Kepler-649 b,Transit,5.73,2.26,27.736112,699.42559,29.907227,0.1805,0.49639718,1.1218576,0.28759881
Kepler-312 b,Transit,2.21,1.29,4123.6008,,1.772419,0.031,1.0294924,1.3280452,0.28758598
Kepler-1603 b,Transit,2.21,1.29,4124.6373,1146.5036,2.2716393,0.0351,1.0294924,1.3280452,0.28758589
Kepler-1963 b,Transit,0.337,0.744,620.251,,1.96226,0.0298,0.81829725,0.60881316,0.287568
Kepler-286 c,Transit,2.45,1.37,434.01168,982.10198,3.468095,0.042,0.95280578,1.3053439,0.28753989
Kepler-347 c,Transit,3.71,1.75,65.629307,,27.320871,0.183,0.6922449,1.2114286,0.28752281
K2-219 b,Transit,2.38,1.348,594.25134,630.90256,3.901287,0.048810686,0.97164424,1.3097764,0.28751913
Kepler-1558 b,Transit,0.244,0.68,188.61314,,3.5047036,0.0419,0.77600244,0.52768166,0.2875055
TOI-139 b,Transit,6.6,2.457,22.603384,,11.07085,0.085884198,0.44496768,1.0932856,0.28748889
TOI-411 b,Transit,13.71,1.362,497.30259,957.76568,4.040295,0.057724609,5.4263291,7.3906603,0.28744213
EPIC 201595106 b,Transit,2.24,1.3,2891.3897,,0.877214,0.018048731,1.0195721,1.3254438,0.28738835
Kepler-301 d,Transit,3.71,1.75,66.307699,631.05319,13.751243,0.112,0.6922449,1.2114286,0.28731686
Kepler-753 b,Transit,4.31,1.91,46.796404,,5.747725,0.054,0.61855336,1.1814369,0.28731033
Kepler-1977 b,Transit,3.39,1.66,85.650019,,4.5370212,0.0486,0.74109765,1.2302221,0.28728207
TOI-1860 b,Transit,2.27,1.31,1930.8106,705.39228,1.0662107,0.0204,1.0097456,1.3227667,0.28727991
Kepler-301 b,Transit,2.39,1.35,641.79303,1103.7268,2.508553,0.036,0.97139664,1.3113855,0.28726976
6 Lyn b,Radial Velocity,597.83523,13.4,3.2007185,,919.86,2.0297887,0.24846608,3.3294455,0.28726791
Kepler-270 c,Transit,3.78,1.77,63.307475,,25.262887,0.18,0.68166658,1.2065498,0.28724548
Kepler-923 b,Transit,2.48,1.38,421.10259,,6.9336648,0.0715,0.94365756,1.3022474,0.28724527
Kepler-1471 b,Transit,2.57,1.41,308.17939,,3.638994,0.0453,0.91680249,1.2926915,0.28724244
K2-59 c,Transit,5.9,2.3,26.711781,,11.2954,0.0905,0.48491822,1.1153119,0.28723988
Kepler-1813 b,Transit,2.58,1.413,300.46731,,2.8181601,0.0364,0.91452003,1.2922168,0.28723426
Kepler-1193 b,Transit,2.3,1.32,1381.6241,,2.8326521,0.0403,1.0000139,1.3200184,0.28721182
Kepler-1108 b,Transit,2.73,1.46,211.42591,1271.3687,4.5100575,0.0511,0.87721102,1.2807281,0.28718008
Kepler-157 b,Transit,2.3,1.32,1572.8378,,1.732342,0.028,1.0000139,1.3200184,0.28708872
K2-16 b,Transit,4.74,2.02,38.971609,,7.6188,0.0667,0.57507466,1.1616508,0.2870812
K2-270 b,Transit,2.48,1.38,453.53008,1100.0074,1.543069,0.0247,0.94365756,1.3022474,0.28700926
HD 137496 b,Transit,4.04,1.31,3111.993,,1.62116,0.02732,1.7970803,2.3541752,0.28700461
Kepler-403 d,Transit,2.6,1.42,297.28232,1787.431,13.611591,0.121735,0.90804697,1.2894267,0.28699379
Kepler-255 d,Transit,2.3,1.32,1779.9079,,1.0456227,0.0192,1.0000139,1.3200184,0.28698522
Kepler-46 d,Transit,3.33,1.64,93.293287,,6.766589,0.067,0.75494044,1.2381023,0.28697878
Kepler-141 b,Transit,0.257,0.69,235.43487,1382.3773,3.107675,0.039,0.78232255,0.53980256,0.28697797
Kepler-1897 b,Transit,8.32,2.814,17.044373,,24.220301,0.1546,0.37338,1.0506913,0.28697126
Kepler-1478 b,Transit,3.64,1.73,71.263077,1449.2,26.084059,0.1681,0.70301254,1.2162117,0.28693793
Kepler-793 b,Transit,2.45,1.37,534.36378,,4.2415364,0.0491,0.95280578,1.3053439,0.28693786
Kepler-1402 b,Transit,0.363,0.76,2705.7537,,2.0338791,0.0322,0.82692448,0.6284626,0.28686685
HD 170469 b,Radial Velocity,209.7678,14.1,0.32073582,,1145,2.253552,0.074830989,1.0551169,0.28685399
HD 124330 b,Radial Velocity,238.37131,14,3.1309687,1997.9732,270.66,0.909708,0.086870011,1.2161802,0.28683297
Kepler-217 d,Transit,2.3,1.32,2225.4469,,3.8868952,0.0505,1.0000139,1.3200184,0.28682781
Kepler-1242 b,Transit,5.73,2.26,28.233772,801.7739,13.627984,0.1039,0.49639718,1.1218576,0.28682505
Kepler-851 b,Transit,3.46,1.68,82.918467,1408.4927,8.5069966,0.0802,0.72970657,1.225907,0.2868092
GJ 3942 b,Radial Velocity,7.14,2.57,20.672624,,6.905,0.061245086,0.42062864,1.0810156,0.28678397
Kepler-1216 b,Transit,2.51,1.39,439.20299,606.66385,4.3703454,0.0519,0.93460763,1.2991046,0.28671129
Kepler-1472 b,Transit,4.27,1.9,48.783794,1665.5818,38.131283,0.2322,0.62253973,1.1828255,0.2867047
HIP 113103 b,Transit,4,1.829,56.597303,542.16538,7.610303,0.069986906,0.6537608,1.1957285,0.28668788
K2-187 c,Transit,2.54,1.4,401.26185,1628.4663,2.871512,0.0392,0.92565598,1.2959184,0.28660716
Kepler-932 b,Transit,2.45,1.37,612.05661,1881.7583,1.9214374,0.0279,0.95280578,1.3053439,0.28660712
Kepler-19 d,Radial Velocity,22.5,5.06,7.1413144,2205.6636,62.95,0.30368632,0.17367246,0.87878267,0.28659839
Kepler-530 b,Transit,9.32,3.01,15.080987,2020.6648,39.309419,0.2212,0.34175622,1.0286862,0.28656624
Kepler-1268 b,Transit,4.78,2.03,38.97193,,40.990399,0.2383,0.5713994,1.1599408,0.28656171
Kepler-646 b,Transit,4.62,1.99,41.721503,987.13665,15.873646,0.1149,0.58624985,1.1666372,0.28649051
HD 199509 b,Radial Velocity,43.22466,7.43,4.8945387,,99.62167,0.45563448,0.10538169,0.78298593,0.28644587
TOI-836 b,Transit,4.53,1.704,78.883455,,3.81673,0.04225927,0.91556552,1.5601237,0.28643901
Kepler-1245 c,Transit,2.67,1.44,280.48789,754.87485,2.9365847,0.0372,0.8941776,1.2876157,0.28643207
Kepler-1191 b,Transit,2.89,1.51,172.47406,,5.6001485,0.0587,0.8393962,1.2674883,0.28643159
K2-219 c,Transit,2.66,1.438,290.81395,,6.66767,0.069773801,0.89455074,1.286364,0.28634194
Kepler-164 b,Transit,2.57,1.41,385.6062,690.2932,5.03503,0.058,0.91680249,1.2926915,0.2863395
Kepler-106 e,Transit,11.17,2.56,21.022759,728.59671,43.8445,0.239969,0.66578388,1.7044067,0.28633401
K2-104 b,Transit,3.86,1.79,63.115398,734.77577,1.9741954,0.02429801,0.67302037,1.2047065,0.28629076
Kepler-292 c,Transit,2.76,1.47,227.2872,2275.4281,3.715335,0.045,0.86887455,1.2772456,0.28629043
KOI-55 b,Orbital Brightness Modulation,0.44,0.759,636352.13,,0.240104,0.006,1.0062997,0.76378148,0.28628951
Kepler-914 b,Transit,2.48,1.38,594.02155,1401.6081,4.4096655,0.0544,0.94365756,1.3022474,0.28628389
Kepler-1869 c,Transit,0.33,0.74,1136.7997,,1.7168283,0.028,0.8143644,0.60262966,0.28627197
Kepler-84 d,Transit,2.48,1.38,602.55031,,4.224537,0.052,0.94365756,1.3022474,0.28625073
HIP 113103 c,Transit,6.35,2.4,24.531739,,14.245648,0.10630422,0.45934606,1.1024306,0.2862008
Kepler-157 d,Transit,2.73,1.46,253.09826,971.19157,7.0257347,0.0698,0.87721102,1.2807281,0.28610717
Kepler-1711 b,Transit,4.36,1.923,47.809186,923.04284,21.060801,0.1463,0.61312445,1.1790383,0.28605364
Kepler-1107 b,Transit,2.36,1.34,2411.3426,1328.1932,0.57103852,0.0126,0.98083873,1.3143239,0.2860482
Kepler-389 b,Transit,2.89,1.51,181.3144,,3.244107,0.041,0.8393962,1.2674883,0.28604438
Kepler-267 b,Transit,37.9,1.98,43.111839,,3.353728,0.037,4.8825156,9.6673809,0.28602336
Kepler-1809 b,Transit,2.9,1.513,178.6576,,3.7572999,0.0435,0.83730024,1.2668353,0.28602107
Kepler-1048 b,Transit,3.22,1.61,112.02011,,6.9210102,0.059,0.77157517,1.242236,0.28601661
Kepler-1290 b,Transit,2.6,1.42,377.82406,,4.6950013,0.0557,0.90804697,1.2894267,0.28600079
Kepler-1622 b,Transit,2.76,1.47,238.9061,,10.811874,0.0994,0.86887455,1.2772456,0.28599578
Kepler-394 c,Transit,3.39,1.66,93.371563,,12.130686,0.11,0.74109765,1.2302221,0.2859877
Kepler-215 b,Transit,3.26,1.62,108.25337,927.5782,9.360672,0.084,0.76678314,1.2421887,0.28595448
Kepler-357 c,Transit,7.61,2.67,19.303564,,16.85837,0.12,0.39980744,1.0674859,0.28594271
Kepler-1532 b,Transit,2.39,1.35,1703.1997,1426.2567,1.0936636,0.0206,0.97139664,1.3113855,0.28591451
Kepler-274 b,Transit,2.99,1.54,155.72461,,11.634788,0.101,0.81867028,1.2607522,0.28591372
Kepler-271 d,Transit,0.219,0.66,179.36248,144.92624,5.2497254,0.0558,0.76174973,0.50275482,0.28589346
Kepler-1675 b,Transit,9.93,3.125,14.224183,,63.0382,0.3076,0.32538624,1.016832,0.28589243
K2-188 b,Transit,2.39,1.35,1828.9605,,1.742169,0.0289,0.97139664,1.3113855,0.2858581
K2-187 e,Transit,4.27,1.9,50.406872,,13.606629,0.1106,0.62253973,1.1828255,0.28585124
HD 104067 b,Radial Velocity,50.8528,8.18,4.5399734,2183.0506,55.806,0.26,0.092908395,0.75999067,0.28584309
Kepler-1380 b,Transit,2.63,1.43,353.39576,,10.310825,0.0917,0.89938913,1.2861265,0.28583686
Kepler-1527 b,Transit,20.4,4.77,7.702543,,160.12992,0.6276,0.18796415,0.89658901,0.2858273
Kepler-605 b,Transit,2.67,1.44,320.25906,2576.0146,3.3835381,0.042,0.8941776,1.2876157,0.2858201
GJ 9827 b,Transit,4.28,1.44,320.58261,746.01801,1.208974,0.018937507,1.4333633,2.0640432,0.28581574
Kepler-1940 b,Transit,3.01,1.547,152.29351,,4.9506102,0.0525,0.81300938,1.2577255,0.28578737
Kepler-802 b,Transit,12.3,3.54,11.584134,1117.0414,40.058747,0.2265,0.27726518,0.98151872,0.28571489
Kepler-537 b,Transit,2.57,1.41,467.9026,,3.2475552,0.0442,0.91680249,1.2926915,0.28570666
K2-391 b,Transit,2.45,1.371,1002.1127,,4.622654,0.049549778,0.95072239,1.3034404,0.28568197
Kepler-1388 c,Transit,5.73,2.26,29.017854,,5.5360815,0.0519,0.49639718,1.1218576,0.28565775
Kepler-200 c,Transit,3.15,1.59,125.75202,,10.222157,0.09,0.78364466,1.245995,0.28565284
HD 95544 b,Radial Velocity,1913.6448,12.8,0.30026186,,2041.5415,3.1698008,0.91249697,11.679961,0.2855925
HD 93963 A b,Transit,7.8,1.35,2882.6232,,1.0391353,0.02085,3.1702484,4.2798354,0.28557881
K2-192 b,Transit,2.92,1.52,181.80584,,4.162817,0.049,0.83148054,1.2638504,0.28557068
Kepler-1315 c,Transit,4.06,1.844,57.49632,,6.5660601,0.064,0.64750523,1.1939997,0.28555683
Kepler-1315 b,Transit,2.48,1.38,886.38988,671.91384,0.84338011,0.0163,0.94365756,1.3022474,0.28551067
CoRoT-9 b,Transit,266.9772,11.949,3.4770213,,95.272656,0.40565637,0.15648744,1.8698684,0.28548484
Kepler-1775 b,Transit,12.9,3.648,11.089843,,85.653999,0.3986,0.2657206,0.96934874,0.28548033
Kepler-1192 b,Transit,6.17,2.36,25.982808,,25.203479,0.1693,0.46940656,1.1077995,0.28547793
Kepler-1244 b,Transit,2.39,1.35,4271.6196,,3.7042817,0.0502,0.97139664,1.3113855,0.28542111
Kepler-997 b,Transit,2.42,1.36,1988.0119,,2.7073067,0.0397,0.96205221,1.308391,0.28541652
HD 11506 b,Radial Velocity,1551.0026,12.9,0.30110067,,1613.7402,3.0140334,0.72250924,9.3203691,0.28534135
Kepler-1348 b,Transit,4.42,1.94,47.555564,759.82141,27.572274,0.1834,0.60536468,1.1744075,0.28531733
Kepler-1221 b,Transit,4.19,1.88,53.79521,732.12413,12.00096,0.0906,0.63058041,1.1854912,0.28526323
Kepler-1256 b,Transit,2.83,1.49,237.10105,1322.9315,12.412775,0.1063,0.855515,1.2747174,0.28515872
TOI-178 c,Transit,4.77,1.669,96.515386,,3.23845,0.037,1.0260047,1.7124019,0.28507703
Kepler-757 b,Transit,2.42,1.36,4003.9883,1170.9354,1.0226788,0.019,0.96205221,1.308391,0.28506272
Kepler-1614 b,Transit,2.83,1.49,241.52283,799.67245,3.9466141,0.0471,0.855515,1.2747174,0.2850525
Kepler-1085 c,Transit,10.7,3.268,13.310017,,56.7771,0.3002,0.30657563,1.0018892,0.28502058
Kepler-1220 b,Transit,2.92,1.52,196.61103,891.70193,7.4269374,0.0734,0.83148054,1.2638504,0.28500328
TOI-1749 c,Transit,14,2.12,35.585326,,4.4929,0.044307996,1.4693337,3.1149875,0.28497638
Kepler-1019 b,Transit,2.73,1.46,320.04825,538.14438,1.4112299,0.0221,0.87721102,1.2807281,0.28496659
Kepler-255 b,Transit,3.02,1.55,165.31753,1685.1163,5.714606,0.063,0.81098318,1.2570239,0.28494239
K2-212 b,Transit,7.51,2.65,19.964603,1313.1093,9.795647,0.0785,0.40355461,1.0694197,0.28492774
Kepler-1046 b,Transit,3.57,1.71,85.086035,,14.37508,0.1167,0.71396987,1.2208885,0.28490745
Kepler-93 b,Transit,4.66,1.478,274.42878,619.86147,4.7267398,0.05343,1.4433199,2.1332269,0.28489884
Kepler-202 b,Transit,3.29,1.63,113.65145,1412.1978,4.069427,0.045,0.75968418,1.2382852,0.28487864
TOI-238 b,Transit,3.4,1.402,766.12592,281.6348,1.2730991,0.021523116,1.2337719,1.7297482,0.28487692
Kepler-1308 b,Transit,0.0933,0.52,50.248139,,2.1043381,0.025,0.66354688,0.34504438,0.28473978
Kepler-347 d,Transit,9.48,3.04,15.204627,,85.517344,0.3802,0.33743303,1.0257964,0.28468022
Kepler-370 c,Transit,4.31,1.91,51.730173,,19.02293,0.14,0.61855336,1.1814369,0.28467797
Kepler-306 d,Transit,6.66,2.47,23.585088,,17.326644,0.12,0.44196041,1.0916422,0.28467459
